customer_id,card_number,card_type,credit_limit,outstanding_amount,due_date
8,2925293808600463,MasterCard,1000000,274652,2026-08-03
2,942708781368233,MasterCard,1000000,902400,2026-07-22
2,9136607393528463,MasterCard,200000,42130,2026-08-18
9,2406047403532991,MasterCard,50000,10117,2026-07-13
4,1501877128049090,RuPay,200000,187044,2026-08-18
9,6337448774332032,American Express,100000,70466,2026-07-07
1,3308800000127242,MasterCard,1000000,549120,2026-08-16
10,9310650059354023,Visa,1000000,516514,2026-07-13
8,9565528407729564,MasterCard,1000000,797069,2026-08-26
4,883001217638207,RuPay,100000,97086,2026-08-24
3,5501152794960722,MasterCard,100000,37284,2026-08-19
6,7245014172102536,Visa,100000,79914,2026-08-01
5,5626931820233126,American Express,1000000,392376,2026-08-20
8,9671259024604941,MasterCard,1000000,617933,2026-07-06
6,780542299312650,MasterCard,200000,169324,2026-08-09
6,9681894515405603,Visa,200000,180855,2026-07-03
5,7782346532888053,MasterCard,50000,9265,2026-07-27
4,1520799237243524,American Express,50000,31544,2026-08-28
4,1610865789829535,American Express,50000,16639,2026-07-24
6,4887431071934354,American Express,500000,178126,2026-07-16
9,2248255580448314,Visa,200000,9797,2026-08-24
1,2564369676043941,RuPay,50000,11025,2026-07-23
6,8750003754753156,Visa,1000000,552588,2026-07-05
1,1884898869854896,Visa,50000,10660,2026-08-23
10,8506850685291474,American Express,1000000,708285,2026-08-20
9,3379076734036166,MasterCard,100000,14061,2026-08-03
5,2604930972174588,RuPay,100000,80545,2026-08-23
1,9193967488506037,Visa,500000,142828,2026-07-23
6,5230514230356185,Visa,200000,34929,2026-08-15
6,8257491987720662,Visa,200000,84039,2026-08-06
6,251276773143217,American Express,500000,354628,2026-08-24
1,5376420483325539,Visa,500000,208301,2026-08-10
6,8278669120835972,MasterCard,500000,128342,2026-07-19
9,6617166207819996,RuPay,500000,8672,2026-08-15
9,6007133755290751,RuPay,1000000,985726,2026-07-05
3,1019193497474997,American Express,1000000,638797,2026-07-11
7,7145176562594060,MasterCard,1000000,214828,2026-08-22
4,9870110337005029,American Express,50000,31447,2026-07-26
2,6835408445333803,American Express,1000000,407248,2026-08-09
7,6415669148593,Visa,200000,192740,2026-08-16
4,6114895000638817,RuPay,100000,32686,2026-08-02
2,2426273447662594,Visa,500000,117083,2026-08-02
5,5899825092220838,RuPay,100000,10649,2026-07-06
8,7469347158372009,MasterCard,500000,417290,2026-08-05
2,8447279738306633,Visa,50000,25925,2026-08-19
4,1992208170208603,American Express,50000,40295,2026-07-28
10,4274066491900720,American Express,50000,330,2026-08-20
4,7731400824552043,American Express,100000,92216,2026-08-22
5,9121266905489741,Visa,200000,31223,2026-08-02
3,2657381717655137,American Express,50000,26498,2026-08-11
2,4182016003872434,MasterCard,100000,27605,2026-08-29
9,1325363536875837,MasterCard,500000,242018,2026-07-17
6,9729847407669905,Visa,100000,99826,2026-08-24
2,311502882814723,MasterCard,50000,46661,2026-08-06
2,2672248086507076,RuPay,1000000,379455,2026-08-16
4,5935789143180708,American Express,1000000,761311,2026-07-28
1,2045063302738240,Visa,50000,39099,2026-08-21
4,5604823461385887,American Express,100000,38408,2026-07-11
9,4453030355234601,Visa,200000,175302,2026-08-05
7,7483558359903127,RuPay,1000000,707518,2026-07-16
9,8307237512515920,RuPay,500000,167839,2026-07-16
2,5220262759806122,Visa,500000,440742,2026-07-08
6,8350424294273677,Visa,100000,93430,2026-07-28
3,5824222598308513,RuPay,50000,35019,2026-07-16
5,6549080206817445,MasterCard,50000,10152,2026-08-18
3,6050059578174100,RuPay,100000,99535,2026-07-28
6,856514397628467,RuPay,200000,37261,2026-07-18
6,2353338295274401,Visa,50000,23643,2026-08-07
7,8338253138533793,American Express,200000,91736,2026-07-17
2,6376926418070543,Visa,500000,27863,2026-08-31
6,3491547990198468,American Express,500000,465483,2026-07-14
8,6992805775229525,American Express,50000,46354,2026-08-29
4,3835143250703745,American Express,500000,163862,2026-07-16
3,2272527037413685,Visa,1000000,214490,2026-07-07
9,9029496209938414,RuPay,500000,431517,2026-08-13
2,5029425372276165,RuPay,200000,29909,2026-08-28
9,5836416455464464,RuPay,1000000,637217,2026-08-08
9,9294013776437600,RuPay,1000000,1456,2026-07-26
7,5763118429368340,MasterCard,500000,224907,2026-07-27
6,4640237479095272,American Express,100000,79698,2026-08-25
9,1540582425368280,MasterCard,100000,56877,2026-08-31
6,3403716875966605,MasterCard,200000,78283,2026-08-15
1,573290670635403,Visa,1000000,442503,2026-08-28
9,7422781078720935,MasterCard,50000,15952,2026-07-29
1,5095610193514175,American Express,500000,440748,2026-08-28
9,69835295518587,RuPay,1000000,476806,2026-07-30
8,4862604101461758,MasterCard,200000,166787,2026-08-09
6,4570779099508243,RuPay,50000,20870,2026-07-29
6,7681228281538652,Visa,500000,465051,2026-08-06
1,8288805143198852,RuPay,500000,254071,2026-08-04
2,8035397294705517,RuPay,50000,44438,2026-08-20
6,6879522187645698,Visa,100000,36739,2026-08-28
10,9909949552639088,American Express,1000000,926576,2026-07-12
9,3820889969294022,MasterCard,1000000,162132,2026-07-13
3,3219392467880744,RuPay,100000,89289,2026-08-11
10,9174686561876123,American Express,500000,58698,2026-08-02
5,8976451255771104,Visa,200000,121960,2026-07-08
1,7626997941300057,RuPay,100000,16032,2026-07-23
2,2664170255939527,Visa,50000,46604,2026-07-12
4,8652950252347302,American Express,50000,46467,2026-07-25
3,8701982945110954,RuPay,500000,430526,2026-08-10
5,2888122315807846,RuPay,1000000,483994,2026-08-14
7,8764570405442092,Visa,500000,193753,2026-08-24
9,6001009184416216,RuPay,1000000,325455,2026-07-22
2,3614451016913467,MasterCard,500000,381550,2026-07-24
7,4863460147287225,Visa,500000,389314,2026-08-04
3,129490486887131,Visa,200000,54288,2026-08-14
3,5195050522061656,Visa,1000000,162564,2026-07-14
9,9320883185059188,MasterCard,200000,104438,2026-08-21
5,6361606986919894,RuPay,200000,152395,2026-07-04
5,1908121700492088,Visa,200000,168092,2026-08-17
6,4625336683560167,RuPay,50000,5777,2026-08-24
3,9403157165995760,American Express,100000,13223,2026-07-18
3,4152844991777070,RuPay,50000,20662,2026-07-03
10,6596793414985143,American Express,200000,164381,2026-07-25
5,9684808246289779,RuPay,1000000,469498,2026-07-28
3,9433825177547709,RuPay,500000,439190,2026-08-11
8,456213541825593,RuPay,1000000,523266,2026-07-17
2,3125407413353053,American Express,100000,33748,2026-08-18
10,4040265930805580,American Express,50000,7658,2026-07-26
6,4049643810749720,American Express,200000,112040,2026-08-02
1,5984092784198937,Visa,1000000,553102,2026-07-30
7,913116960745720,Visa,500000,263462,2026-07-16
1,6740970738263726,Visa,200000,161059,2026-07-29
6,4740322429806097,MasterCard,200000,35679,2026-08-27
10,5595557867858068,MasterCard,50000,21178,2026-07-17
9,4131787267742454,American Express,500000,209448,2026-07-14
6,7777573660007595,RuPay,200000,44716,2026-07-04
7,5995029758784552,Visa,1000000,206043,2026-07-26
4,9940497398189679,Visa,500000,406433,2026-08-15
6,1782119530582728,Visa,100000,77399,2026-07-27
6,188586624034033,MasterCard,500000,148548,2026-07-06
8,6101705262237970,Visa,500000,339530,2026-07-19
8,9493392131435362,RuPay,1000000,843419,2026-08-08
6,732773193992418,RuPay,50000,17702,2026-07-08
9,4501312638544011,MasterCard,50000,14187,2026-07-18
1,4579290641198104,American Express,500000,76659,2026-07-13
8,972171395005530,Visa,1000000,737479,2026-07-21
2,169927256149938,RuPay,200000,34955,2026-08-17
1,2400366882077545,MasterCard,100000,25298,2026-08-03
7,1948101428213482,RuPay,100000,9760,2026-08-22
4,5775168833600945,Visa,200000,110632,2026-08-07
5,8144483535507947,MasterCard,1000000,288921,2026-07-06
5,8667428850698855,MasterCard,50000,46560,2026-08-19
4,8744245705817462,American Express,200000,175887,2026-08-10
7,3552124946444089,RuPay,500000,421189,2026-07-26
6,297973623290239,MasterCard,100000,84947,2026-08-23
9,5945488651769356,American Express,500000,34941,2026-07-28
10,7858774243808027,American Express,500000,340062,2026-07-15
4,3458793877983091,Visa,1000000,770977,2026-08-28
8,8111885318089323,American Express,50000,1417,2026-07-26
5,6996478568844694,RuPay,50000,46426,2026-07-12
8,4824362395251680,Visa,50000,45916,2026-08-17
4,3505896751806802,Visa,200000,75499,2026-07-07
8,8351156373369962,American Express,500000,470524,2026-07-27
2,1393686104126334,American Express,500000,87893,2026-07-24
8,3071256634588803,RuPay,500000,325024,2026-07-31
4,8377897509847801,MasterCard,500000,104579,2026-07-10
2,4022107147162030,Visa,200000,49586,2026-08-18
2,7126351860421963,Visa,50000,35673,2026-07-14
8,3694465601737989,American Express,500000,184684,2026-07-11
5,8429936860636031,RuPay,1000000,161985,2026-07-05
9,90718684638802,Visa,1000000,294816,2026-08-31
8,9715975019582482,MasterCard,100000,19689,2026-08-13
3,38814131013659,RuPay,1000000,491981,2026-08-14
3,2130710323039481,American Express,200000,45872,2026-07-17
9,4283606183176577,MasterCard,500000,141384,2026-08-11
10,9971416098188965,American Express,500000,61698,2026-07-23
3,5792477166721104,MasterCard,50000,8036,2026-08-20
9,1813940235081966,Visa,200000,186016,2026-07-16
9,2224003647578049,MasterCard,50000,29834,2026-07-12
2,4963854172025847,American Express,100000,76131,2026-08-29
8,401560017728030,American Express,500000,397187,2026-07-23
5,1019730877685988,MasterCard,100000,5312,2026-07-11
3,3585862319852973,Visa,500000,473262,2026-07-25
1,6163799979083459,RuPay,50000,27187,2026-07-31
5,5346094720215858,RuPay,200000,143561,2026-07-13
3,5766927565722175,American Express,500000,181081,2026-08-25
8,8220413275716682,American Express,50000,37906,2026-07-27
2,5961688306695844,RuPay,100000,14322,2026-07-06
3,3093059409845695,Visa,200000,13296,2026-07-26
2,4799700291177285,American Express,200000,129892,2026-07-14
6,2790615948106536,RuPay,200000,182763,2026-07-03
9,3294871834570304,Visa,200000,189109,2026-07-23
4,2560617950083787,RuPay,50000,48319,2026-08-01
1,2000678979171674,MasterCard,200000,83285,2026-08-07
9,6035169611541629,MasterCard,50000,43643,2026-08-07
3,7299193237569342,Visa,100000,11884,2026-08-05
10,957371322444429,American Express,50000,9219,2026-07-13
3,7986012069283978,American Express,500000,147220,2026-08-21
8,8994943132369850,MasterCard,50000,9892,2026-08-26
5,4225919167285976,Visa,100000,57753,2026-07-09
6,7796333352242953,RuPay,100000,32440,2026-08-15
6,9347402016948158,Visa,50000,48522,2026-07-20
6,1089249596437435,American Express,1000000,819867,2026-07-22
7,6500075760236999,American Express,100000,37723,2026-08-20
6,2055377248944648,MasterCard,50000,14866,2026-07-13
2,6572251548783053,Visa,500000,99180,2026-08-03
7,4726521320899707,Visa,50000,23186,2026-08-23
6,7727764984958139,American Express,200000,82188,2026-08-09
6,3998903806994486,MasterCard,100000,71934,2026-07-21
6,7817223723506527,Visa,1000000,659175,2026-08-31
3,5729590992025143,American Express,50000,17144,2026-07-20
3,568499789103676,RuPay,1000000,201693,2026-07-31
6,381540937265174,RuPay,50000,14691,2026-08-29
5,3113805090446363,Visa,500000,466721,2026-08-24
9,8210413679174957,Visa,1000000,865388,2026-07-05
8,8191471314633802,American Express,50000,30112,2026-08-22
9,6165075328368920,MasterCard,200000,90005,2026-07-30
3,2251792694004513,RuPay,500000,220163,2026-07-26
4,6363846984330737,American Express,200000,196549,2026-08-02
1,7308891406166517,Visa,500000,179710,2026-08-02
9,902667750527340,MasterCard,1000000,618647,2026-07-05
4,5980559357442914,MasterCard,100000,90810,2026-08-09
10,6592386341287827,MasterCard,500000,330387,2026-07-13
7,5049391965202832,RuPay,100000,20236,2026-08-03
6,9232845592376539,MasterCard,50000,43827,2026-08-23
7,2973934944908791,MasterCard,1000000,454869,2026-08-31
7,9441805626295343,MasterCard,200000,25744,2026-07-16
3,2016858131053517,Visa,200000,39335,2026-07-31
4,4672309871196164,Visa,100000,42631,2026-08-11
5,721835676800401,RuPay,100000,71085,2026-07-29
5,4502447841664590,RuPay,500000,150848,2026-07-08
5,1168099087769217,RuPay,1000000,575233,2026-07-14
2,3704744276951034,RuPay,100000,22976,2026-07-11
8,8197682569109802,American Express,50000,553,2026-07-06
6,4972548899981288,MasterCard,200000,32912,2026-07-19
2,8314964681505628,MasterCard,100000,52197,2026-07-29
9,7289830037645483,RuPay,1000000,358695,2026-07-29
3,686225691978487,RuPay,100000,48189,2026-08-17
8,5591289828715725,MasterCard,500000,142893,2026-08-21
10,4558964020885497,RuPay,500000,124942,2026-08-31
1,2552102924081430,Visa,1000000,687892,2026-07-14
1,1013868935232955,American Express,100000,22683,2026-08-09
5,3730678841936257,American Express,1000000,262131,2026-07-15
4,9064958618925764,RuPay,500000,180509,2026-07-08
5,4907363120534399,American Express,200000,72753,2026-07-18
3,4668703587811194,MasterCard,200000,54935,2026-08-10
6,5076606812160542,American Express,100000,58659,2026-08-28
3,6419717888256388,RuPay,500000,250766,2026-07-29
7,5858636418071513,Visa,100000,25880,2026-07-10
1,1817390657598160,American Express,100000,40000,2026-07-15
1,5679677876979625,American Express,1000000,218068,2026-08-10
2,5664893523848019,Visa,100000,15195,2026-07-27
9,8065924972163055,MasterCard,1000000,795107,2026-08-16
8,2402586708647162,Visa,1000000,197884,2026-08-07
8,9921580168242199,Visa,1000000,205825,2026-08-11
7,4120712239391546,RuPay,200000,91616,2026-08-20
5,2105255697545946,Visa,100000,22069,2026-07-27
4,5820661480610914,American Express,100000,39264,2026-08-18
8,658421312000998,MasterCard,1000000,834818,2026-08-13
3,7191260042052685,American Express,100000,90079,2026-08-24
7,174792391657645,RuPay,1000000,36237,2026-08-19
4,6570733541457157,RuPay,500000,328370,2026-08-03
4,4466075082674212,Visa,200000,57947,2026-08-01
9,9698668902487644,American Express,100000,91116,2026-07-13
9,9986261381891765,American Express,200000,116505,2026-07-24
7,1560177778995354,American Express,50000,18175,2026-08-19
7,6131588226945526,RuPay,500000,378827,2026-07-26
5,768337825734366,American Express,200000,102020,2026-07-15
10,5104076602553433,MasterCard,50000,43006,2026-08-06
2,8006499725316133,Visa,50000,40557,2026-07-24
4,4873528154873399,American Express,50000,11337,2026-07-04
1,4866108251038480,MasterCard,200000,173484,2026-08-05
6,9903712403375315,MasterCard,200000,96642,2026-07-27
7,2659018106774280,Visa,50000,15843,2026-07-06
1,2634002398195193,RuPay,100000,37734,2026-07-04
5,9440404593775370,American Express,50000,31623,2026-08-15
10,5445413473767180,Visa,200000,159568,2026-07-13
9,5098112712549081,RuPay,100000,51242,2026-07-15
5,3476957393169084,RuPay,500000,305156,2026-07-07
4,4005840530335990,American Express,100000,16859,2026-07-15
8,5324247391084143,RuPay,500000,449168,2026-07-10
2,5506753248073097,MasterCard,1000000,710014,2026-07-22
6,9741727552926525,American Express,1000000,660001,2026-08-12
2,4486482832484768,RuPay,200000,194366,2026-07-29
3,1448759856877357,Visa,100000,37316,2026-07-31
5,3965276462864013,American Express,1000000,623201,2026-07-17
4,7103505127165254,MasterCard,200000,162750,2026-08-05
8,6576674396313454,Visa,50000,2610,2026-08-14
6,7825226413292202,Visa,1000000,490853,2026-07-24
3,8761312134816663,MasterCard,100000,51875,2026-07-09
5,6873342008140829,Visa,50000,42843,2026-08-31
2,2044248312695924,American Express,100000,757,2026-08-15
4,7044792748478046,MasterCard,50000,41072,2026-08-15
10,1857198240113917,RuPay,1000000,150047,2026-07-31
9,8565637874603623,RuPay,200000,149306,2026-08-02
7,6556036485446685,RuPay,1000000,299077,2026-07-06
8,8410705991273796,American Express,500000,84673,2026-07-30
5,8034380131829003,MasterCard,1000000,739145,2026-08-17
10,3019986787657799,American Express,1000000,216802,2026-07-14
3,8990173733758741,MasterCard,100000,34118,2026-08-15
7,5926821307879122,American Express,50000,5753,2026-08-10
3,3593309035984529,Visa,1000000,511858,2026-07-25
2,3407576905035760,RuPay,200000,27186,2026-08-24
6,1790456218348310,MasterCard,500000,400444,2026-07-08
5,8931883017364096,RuPay,50000,42400,2026-08-24
8,8610526178156158,RuPay,100000,66687,2026-08-18
8,9535298653303956,American Express,100000,55301,2026-07-29
6,8538313404467505,MasterCard,50000,38529,2026-08-21
7,2585648266789766,American Express,50000,23989,2026-07-24
4,8452180049623067,Visa,200000,144781,2026-07-18
6,2310451589659819,MasterCard,100000,20875,2026-08-04
7,3152307751520865,American Express,100000,80016,2026-08-02
7,4857940346732512,American Express,200000,82571,2026-08-10
2,2119950303039185,RuPay,200000,82283,2026-08-26
5,3244242728393160,RuPay,100000,96028,2026-08-13
8,750912984929466,American Express,1000000,490999,2026-08-25
8,1566980835674471,Visa,100000,40309,2026-08-16
8,8005374857833514,MasterCard,100000,75301,2026-07-23
7,8406075323894322,American Express,200000,195823,2026-08-18
8,730080720491130,RuPay,1000000,727103,2026-07-28
4,4472842598637960,RuPay,50000,5618,2026-08-25
1,313025244425386,Visa,200000,40399,2026-07-16
6,7473316223307201,MasterCard,100000,81582,2026-07-08
2,9865455337558329,MasterCard,100000,72963,2026-07-31
